datetime,m0,m1,m2,m3,air_temperature,cloud_coverage,dew_temperature,precip_depth_1_hr,sea_level_pressure,wind_direction,wind_speed
2016-01-01 17:00:00,422.713,2236.76,3737.9,382.164,4.4,,-3.3,0.0,1016.9,290.0,5.1
2016-01-01 18:00:00,420.713,2167.35,3385.22,134.032,3.9,,-3.9,0.0,1016.2,280.0,4.6
2016-01-01 19:00:00,415.159,2197.37,2976.07,300.157,3.3,,-3.9,0.0,1016.0,300.0,5.1
2016-01-01 20:00:00,421.256,2234.18,3280.97,214.986,3.9,,-5.0,0.0,1015.8,290.0,4.6
2016-01-01 21:00:00,411.062,2239.37,3496.41,468.059,3.9,,-5.6,0.0,1015.7,300.0,4.1
2016-01-01 22:00:00,415.8,2226.19,3357.42,544.38,3.3,,-6.1,0.0,1015.7,270.0,4.6
2016-01-01 23:00:00,401.237,2219.31,3186.29,59.9744,2.8,4.0,-6.1,0.0,1016.3,270.0,4.1
2016-01-02 00:00:00,400.05300000000005,2086.78,3673.61,114.518,2.8,,-6.1,0.0,1016.8,280.0,3.6
2016-01-02 01:00:00,407.159,2034.38,3932.48,1012.69,2.2,4.0,-6.7,0.0,1017.5,290.0,3.1
2016-01-02 02:00:00,404.334,2065.62,4021.95,567.049,1.1,0.0,-6.7,0.0,1017.9,280.0,3.1
2016-01-02 03:00:00,411.616,2178.73,4205.24,881.546,1.1,0.0,-8.3,0.0,1017.7,270.0,2.1
2016-01-02 04:00:00,397.237,2057.63,4159.2,725.441,0.6,0.0,-8.9,0.0,1017.9,300.0,3.6
2016-01-02 05:00:00,405.062,2016.06,3779.59,1359.41,-0.6,0.0,-8.3,0.0,1018.1,240.0,1.5
2016-01-02 06:00:00,405.694,1690.34,3714.44,1155.15,0.0,0.0,-7.8,0.0,1017.8,270.0,3.1
2016-01-02 07:00:00,412.062,2486.08,4184.39,318.076,0.6,0.0,-7.8,0.0,1018.0,280.0,3.6
2016-01-02 08:00:00,413.15,2112.61,4059.3,663.448,0.6,0.0,-8.9,0.0,1017.8,320.0,2.1
2016-01-02 09:00:00,405.247,1799.89,4200.9,923.069,0.6,0.0,-10.0,0.0,1017.7,300.0,3.1
2016-01-02 10:00:00,414.247,2032.37,4166.15,355.2390000000001,0.0,0.0,-10.0,0.0,1017.8,300.0,3.1
2016-01-02 11:00:00,411.878,2008.78,4024.56,1032.45,0.6,,-10.0,0.0,1018.0,310.0,1.5
2016-01-02 12:00:00,419.344,1946.77,4171.36,859.566,0.0,,-9.4,0.0,1018.4,270.0,1.5
2016-01-02 13:00:00,420.985,2042.38,4192.21,754.971,0.0,,-8.9,0.0,1018.9,270.0,1.5
2016-01-02 14:00:00,416.159,2068.65,4035.85,518.452,1.1,0.0,-6.7,0.0,1019.0,,2.6
2016-01-02 15:00:00,409.422,2288.02,3912.5,868.789,1.7,0.0,-7.2,0.0,1019.5,260.0,4.6
2016-01-02 16:00:00,422.985,2370.37,4109.69,492.324,2.2,4.0,-7.2,0.0,1019.2,270.0,4.1
2016-01-02 17:00:00,416.247,1963.69,3532.89,0.0,3.3,4.0,-6.7,0.0,1018.0,310.0,4.6
2016-01-02 18:00:00,412.703,1943.59,3274.03,135.69799999999998,4.4,0.0,-6.7,0.0,1016.4,280.0,4.6
2016-01-02 19:00:00,420.334,2024.1,3300.95,0.0,5.0,0.0,-6.1,0.0,1015.7,270.0,4.1
2016-01-02 20:00:00,420.072,2114.3,2597.33,296.9290000000001,4.4,4.0,-6.1,0.0,1015.5,270.0,4.1
2016-01-02 21:00:00,406.878,2011.66,3284.45,0.0,3.9,,-6.1,0.0,1015.5,300.0,4.1
2016-01-02 22:00:00,412.422,2012.99,2772.8,228.086,3.9,2.0,-6.1,0.0,1015.8,310.0,2.6
2016-01-02 23:00:00,418.247,1890.01,3360.02,192.763,2.8,0.0,-6.1,0.0,1015.8,300.0,1.5
2016-01-03 00:00:00,409.878,1982.2,4027.16,9.7881,1.1,0.0,-6.1,0.0,1016.3,0.0,0.0
2016-01-03 01:00:00,402.334,1932.23,3803.05,176.05599999999995,1.1,0.0,-5.6,0.0,1015.9,0.0,0.0
2016-01-03 02:00:00,433.916,1863.46,4004.58,50.3716,0.0,0.0,-6.1,0.0,1015.8,0.0,0.0
2016-01-03 03:00:00,407.344,1807.82,3968.09,480.819,-1.1,0.0,-6.1,0.0,1015.3,300.0,2.1
2016-01-03 04:00:00,399.237,1834.94,3972.44,166.035,-0.6,0.0,-5.6,0.0,1015.2,270.0,1.5
2016-01-03 05:00:00,395.325,2181.04,4184.39,0.0,-1.7,0.0,-6.1,0.0,1014.5,0.0,0.0
2016-01-03 06:00:00,411.887,1979.77,3882.1,825.822,-2.2,0.0,-6.1,0.0,1013.8,0.0,0.0
2016-01-03 07:00:00,401.422,1998.62,4185.26,1103.06,-2.2,0.0,-5.6,0.0,1013.1,230.0,2.1
2016-01-03 08:00:00,403.422,2040.85,3938.56,621.58,-2.8,0.0,-5.0,0.0,1012.6,230.0,1.5
2016-01-03 09:00:00,403.606,2003.08,4185.26,527.104,-3.3,0.0,-6.1,0.0,1011.3,200.0,2.6
2016-01-03 10:00:00,404.965,2010.75,4169.63,692.605,-1.7,0.0,-5.0,0.0,1011.2,250.0,2.1
2016-01-03 11:00:00,409.519,2017.45,4065.39,230.003,-2.8,0.0,-6.1,0.0,1010.8,190.0,1.5
2016-01-03 12:00:00,416.159,3246.7,4187.87,0.0,-2.2,0.0,-5.0,-1.0,1011.1,190.0,1.5
2016-01-03 13:00:00,406.694,2130.82,4184.39,1398.94,-1.7,0.0,-4.4,0.0,1011.0,230.0,2.1
2016-01-03 14:00:00,398.956,2001.85,4012.4,399.637,1.1,0.0,-3.3,0.0,1011.3,220.0,3.1
2016-01-03 15:00:00,418.344,1994.26,3373.05,443.961,5.0,0.0,-3.3,0.0,1011.2,230.0,4.1
2016-01-03 16:00:00,411.062,1972.23,3387.82,206.131,7.2,0.0,-5.0,0.0,1010.3,260.0,6.2
2016-01-03 17:00:00,407.15,2067.59,2837.95,0.0,7.8,0.0,-5.6,0.0,1009.5,280.0,5.1
2016-01-03 18:00:00,410.878,2232.45,2791.04,0.0,8.3,0.0,-5.6,0.0,1008.9,300.0,5.7
2016-01-03 19:00:00,415.072,1927.85,2564.32,0.0,7.8,0.0,-5.0,0.0,1009.5,300.0,6.2
2016-01-03 20:00:00,395.043,1885.78,2831.87,0.0,6.7,0.0,-5.0,0.0,1009.6,330.0,5.1
2016-01-03 21:00:00,411.247,1852.56,2387.98,0.0,5.6,0.0,-5.0,0.0,1010.6,300.0,6.7
2016-01-03 22:00:00,408.334,1861.88,2717.21,0.0,3.9,0.0,-5.6,0.0,1011.2,320.0,2.6
2016-01-03 23:00:00,393.956,1995.66,3482.51,217.395,3.3,0.0,-5.6,0.0,1011.7,320.0,3.1
2016-01-04 00:00:00,407.519,1903.35,3217.56,8.7406,2.8,0.0,-5.6,0.0,1012.4,270.0,2.1
2016-01-04 01:00:00,399.15,1929.9,3180.21,264.638,2.2,0.0,-5.0,0.0,1012.4,280.0,2.1
2016-01-04 02:00:00,398.694,1916.52,3823.89,1494.07,1.7,0.0,-5.0,0.0,1012.3,270.0,2.6
2016-01-04 03:00:00,390.14,2105.13,3804.78,1153.59,1.7,4.0,-5.0,0.0,1012.5,290.0,2.1
2016-01-04 04:00:00,392.228,2635.69,3956.8,831.3789999999998,1.1,0.0,-5.0,0.0,1012.3,290.0,2.1
2016-01-04 05:00:00,403.15,1897.87,4195.69,490.942,0.6,0.0,-4.4,0.0,1012.3,280.0,2.1
2016-01-04 06:00:00,408.519,1916.6,4200.03,798.572,0.6,0.0,-4.4,0.0,1011.8,280.0,2.6
2016-01-04 07:00:00,406.062,2003.65,4011.53,485.234,0.0,0.0,-5.0,0.0,1011.9,300.0,2.6
2016-01-04 08:00:00,410.247,4262.15,3895.13,392.969,-0.6,4.0,-5.0,0.0,1012.2,330.0,1.5
2016-01-04 09:00:00,395.781,1880.96,4093.18,760.3760000000002,0.6,,-5.0,0.0,1012.3,340.0,4.1
2016-01-04 10:00:00,406.965,1992.23,3801.31,298.087,0.6,,-6.7,0.0,1012.8,350.0,5.1
2016-01-04 11:00:00,417.159,2000.77,4172.23,1474.94,-1.7,0.0,-10.0,0.0,1014.2,360.0,5.7
2016-01-04 12:00:00,437.36300000000006,2059.77,4157.46,545.4169999999998,-2.8,0.0,-11.1,0.0,1015.4,360.0,4.6
2016-01-04 13:00:00,450.276,2056.9,4181.79,473.963,-2.8,0.0,-11.7,0.0,1016.0,350.0,5.7
2016-01-04 14:00:00,484.673,4164.87,4193.95,693.663,-2.2,0.0,-12.2,0.0,1016.9,340.0,4.1
2016-01-04 15:00:00,515.702,2076.93,4188.74,826.291,-1.7,0.0,-12.2,0.0,1017.6,360.0,5.7
2016-01-04 16:00:00,513.9730000000002,2101.35,4123.59,1075.45,-1.7,0.0,-13.9,0.0,1017.4,360.0,6.7
2016-01-04 17:00:00,516.886,2105.9,4146.17,24.2068,-1.1,0.0,-14.4,0.0,1017.1,350.0,7.7
2016-01-04 18:00:00,517.158,2168.76,4176.58,68.2712,-0.6,0.0,-15.0,0.0,1016.9,330.0,5.7
2016-01-04 19:00:00,535.168,2227.2,4114.03,162.986,-1.7,0.0,-16.1,0.0,1016.9,360.0,8.2
2016-01-04 20:00:00,514.5169999999998,2132.55,4086.23,542.961,-2.2,0.0,-16.1,0.0,1017.8,340.0,7.2
2016-01-04 21:00:00,509.886,2192.46,4137.49,972.616,-3.3,0.0,-17.2,0.0,1019.1,340.0,7.7
2016-01-04 22:00:00,471.76,2137.51,4137.49,968.063,-5.0,0.0,-17.8,0.0,1020.6,340.0,7.2
2016-01-04 23:00:00,462.935,2118.72,4123.59,109.67,-6.1,0.0,-17.8,0.0,1022.1,340.0,5.7
2016-01-05 00:00:00,435.276,2038.23,4166.15,967.915,-7.2,0.0,-17.8,0.0,1023.8,350.0,6.2
2016-01-05 01:00:00,441.1880000000001,1957.21,4146.17,421.917,-8.3,0.0,-18.3,0.0,1025.2,350.0,8.8
2016-01-05 02:00:00,432.907,1907.6,4150.52,844.0880000000002,-9.4,0.0,-18.3,0.0,1026.0,360.0,9.3
2016-01-05 03:00:00,434.004,1888.29,4125.32,951.187,-10.0,0.0,-18.3,0.0,1027.1,350.0,6.7
2016-01-05 04:00:00,429.722,1850.05,4090.58,1091.71,-11.1,0.0,-18.9,0.0,1028.0,350.0,5.7
2016-01-05 05:00:00,408.703,1750.35,4122.72,1326.31,-11.7,0.0,-18.9,0.0,1028.5,340.0,6.2
2016-01-05 06:00:00,413.159,1787.72,4121.85,1021.16,-11.7,0.0,-18.9,0.0,1029.2,340.0,4.6
2016-01-05 07:00:00,419.441,1756.04,4087.1,1240.91,-11.7,0.0,-19.4,0.0,1030.3,350.0,6.2
2016-01-05 08:00:00,420.897,1702.2,4074.07,1054.1,-12.2,0.0,-19.4,0.0,1031.1,360.0,5.1
2016-01-05 09:00:00,419.072,1707.68,4107.95,579.161,-12.2,0.0,-20.0,0.0,1031.5,360.0,6.2
2016-01-05 10:00:00,428.713,1740.36,4080.15,869.841,-12.8,0.0,-20.0,0.0,1031.9,350.0,5.7
2016-01-05 11:00:00,436.722,1815.45,4078.42,1121.44,-12.8,0.0,-20.0,0.0,1032.3,10.0,5.7
2016-01-05 12:00:00,464.207,1689.74,4078.42,1221.62,-12.2,0.0,-20.0,0.0,1033.5,360.0,3.6
2016-01-05 13:00:00,495.139,1838.47,4082.76,1003.5,-12.2,0.0,-20.0,0.0,1034.6,350.0,4.1
2016-01-05 14:00:00,530.168,1863.54,4088.84,1193.69,-10.0,0.0,-20.0,0.0,1035.4,360.0,4.6
2016-01-05 15:00:00,529.896,2026.97,4015.0,896.8560000000001,-8.3,0.0,-20.0,0.0,1036.2,340.0,3.1
2016-01-05 16:00:00,551.38,2071.05,4064.52,869.582,-6.7,0.0,-20.0,0.0,1036.5,360.0,4.6
2016-01-05 17:00:00,597.109,2148.24,4054.09,746.5419999999998,-5.0,0.0,-20.6,0.0,1035.9,340.0,2.6
2016-01-05 18:00:00,527.5269999999998,2213.61,4059.3,859.34,-3.3,0.0,-19.4,0.0,1035.7,350.0,4.1
2016-01-05 19:00:00,553.614,2185.5,4029.77,981.846,-1.7,,-19.4,0.0,1035.1,350.0,3.6
2016-01-05 20:00:00,528.439,2224.16,4080.15,1034.6,-1.1,0.0,-20.6,0.0,1035.1,330.0,2.6
2016-01-05 21:00:00,506.07,2224.63,4119.24,713.74,-1.1,0.0,-19.4,0.0,1035.6,350.0,2.6
2016-01-05 22:00:00,474.77,2173.82,4107.08,863.328,-2.2,0.0,-18.9,0.0,1035.8,0.0,0.0
2016-01-05 23:00:00,444.101,2152.57,4101.87,1099.12,-3.3,,-17.8,0.0,1036.4,0.0,0.0
2016-01-06 00:00:00,429.45,2111.35,4100.13,852.329,-3.9,0.0,-16.7,0.0,1036.5,0.0,0.0
2016-01-06 01:00:00,431.547,2032.39,4089.71,858.1080000000002,-6.1,0.0,-16.1,0.0,1036.7,0.0,0.0
2016-01-06 02:00:00,429.17800000000005,2020.24,4086.23,1275.94,-6.1,0.0,-15.6,0.0,1036.7,270.0,1.5
2016-01-06 03:00:00,431.004,2059.5,4081.89,1017.26,-7.8,0.0,-14.4,0.0,1036.5,0.0,0.0
2016-01-06 04:00:00,423.082,2086.28,4093.18,808.701,-7.2,0.0,-15.0,0.0,1036.3,0.0,0.0
2016-01-06 05:00:00,409.8,1881.65,4092.31,1054.74,-8.9,0.0,-14.4,0.0,1036.0,0.0,0.0
2016-01-06 06:00:00,405.431,1897.34,4097.53,1030.27,-9.4,0.0,-13.9,0.0,1035.6,0.0,0.0
2016-01-06 07:00:00,411.887,1815.52,4064.52,1045.83,-8.9,0.0,-13.9,0.0,1035.6,320.0,2.1
2016-01-06 08:00:00,419.625,1819.0,4075.81,1106.7,-10.0,0.0,-14.4,0.0,1035.1,0.0,0.0
2016-01-06 09:00:00,416.256,1805.42,4067.99,1005.45,-11.1,0.0,-13.9,0.0,1035.0,240.0,2.1
2016-01-06 10:00:00,420.528,1827.09,4083.63,1415.2,-10.0,0.0,-13.9,0.0,1034.9,0.0,0.0
2016-01-06 11:00:00,432.635,1917.14,4067.99,1517.5,-10.6,0.0,-13.9,0.0,1035.4,0.0,0.0
2016-01-06 12:00:00,452.101,1789.92,4082.76,1304.03,-10.6,0.0,-13.9,0.0,1035.7,0.0,0.0
2016-01-06 13:00:00,486.226,1845.14,4072.34,1070.58,-10.6,0.0,-12.8,0.0,1035.6,0.0,0.0
2016-01-06 14:00:00,526.993,1938.5,4074.94,1197.27,-6.7,0.0,-9.4,0.0,1035.6,0.0,0.0
2016-01-06 15:00:00,531.896,2068.1,3983.73,1026.6,-3.3,0.0,-11.1,0.0,1035.9,250.0,2.1
2016-01-06 16:00:00,537.633,2043.79,4124.46,1211.34,-0.6,0.0,-10.6,0.0,1035.5,240.0,2.1
2016-01-06 17:00:00,536.905,2194.53,4124.46,1190.03,1.7,0.0,-12.8,0.0,1033.4,330.0,1.5
2016-01-06 18:00:00,537.5459999999998,2245.0,4147.91,340.625,2.8,0.0,-13.9,0.0,1032.5,310.0,1.5
2016-01-06 19:00:00,541.187,2319.42,4131.4,1117.96,3.9,0.0,-15.6,0.0,1031.4,200.0,2.6
2016-01-06 20:00:00,561.012,2400.15,4173.97,296.386,4.4,0.0,-16.7,0.0,1031.1,220.0,2.6
2016-01-06 21:00:00,505.342,2444.75,4034.11,1189.85,3.3,0.0,-15.6,0.0,1031.0,200.0,2.6
2016-01-06 22:00:00,484.867,2470.66,4163.55,1237.26,2.2,0.0,-15.6,0.0,1030.6,220.0,2.1
2016-01-06 23:00:00,469.857,2245.54,4190.47,925.584,1.1,0.0,-15.6,0.0,1030.5,210.0,1.5
2016-01-07 00:00:00,442.557,2227.11,4184.39,1076.19,0.6,0.0,-15.0,0.0,1030.6,230.0,1.5
2016-01-07 01:00:00,431.907,2100.17,4114.03,915.895,0.0,0.0,-13.9,0.0,1030.9,230.0,2.1
2016-01-07 02:00:00,427.45,2054.35,4127.06,850.2739999999999,-2.2,0.0,-13.3,0.0,1030.6,0.0,0.0
2016-01-07 03:00:00,431.635,2035.88,4154.86,1354.63,-2.8,0.0,-12.8,0.0,1030.1,230.0,2.1
2016-01-07 04:00:00,447.741,2077.97,4111.43,630.9580000000002,-3.3,0.0,-12.2,0.0,1029.8,0.0,0.0
2016-01-07 05:00:00,411.344,2027.33,4196.56,982.607,-5.0,0.0,-11.7,0.0,1029.1,360.0,1.5
2016-01-07 06:00:00,405.606,1982.29,4162.68,768.528,-4.4,0.0,-11.7,0.0,1028.5,0.0,0.0
2016-01-07 07:00:00,412.616,1942.75,4130.54,1453.51,-6.1,0.0,-11.7,0.0,1028.3,0.0,0.0
2016-01-07 08:00:00,399.965,1973.24,4183.53,1313.29,-5.6,0.0,-11.1,0.0,1028.1,0.0,0.0
2016-01-07 09:00:00,419.985,2009.65,4190.47,1040.87,-5.0,4.0,-10.6,0.0,1027.2,340.0,3.1
2016-01-07 10:00:00,430.722,2004.51,4105.34,1676.48,-4.4,4.0,-9.4,0.0,1027.4,0.0,0.0
2016-01-07 11:00:00,429.81,2100.51,4107.95,916.752,-5.0,0.0,-10.0,0.0,1027.2,0.0,0.0
2016-01-07 12:00:00,455.198,2080.5,4130.54,1210.21,-5.0,0.0,-10.6,0.0,1027.3,0.0,0.0
2016-01-07 13:00:00,477.489,2118.41,4121.85,862.637,-5.0,,-8.9,0.0,1027.2,210.0,1.5
2016-01-07 14:00:00,509.789,2186.55,4167.02,1245.94,-2.2,,-8.9,0.0,1026.7,0.0,0.0
2016-01-07 15:00:00,528.633,2149.91,4089.71,1005.06,1.1,4.0,-9.4,0.0,1026.6,0.0,0.0
2016-01-07 16:00:00,543.002,2433.09,4064.52,573.453,2.2,,-10.6,0.0,1026.4,160.0,1.5
2016-01-07 17:00:00,531.633,2577.05,4127.93,921.722,3.9,,-11.7,0.0,1025.0,0.0,0.0
2016-01-07 18:00:00,536.09,2661.44,3581.54,1247.03,5.6,,-6.7,0.0,1024.0,0.0,0.0
2016-01-07 19:00:00,531.993,2069.71,4097.53,0.0,7.2,,-5.0,0.0,1023.5,340.0,1.5
2016-01-07 20:00:00,525.177,2032.4,3829.11,59.2966,7.2,,-2.8,0.0,1023.3,0.0,0.0
2016-01-07 21:00:00,510.711,2089.47,3226.25,0.0,7.2,,-2.8,0.0,1023.0,190.0,2.1
2016-01-07 22:00:00,475.314,2001.69,3636.26,327.625,6.7,,-1.1,0.0,1023.4,0.0,0.0
2016-01-07 23:00:00,452.654,1947.17,3865.59,209.653,6.1,,-0.6,0.0,1023.7,0.0,0.0
2016-01-08 00:00:00,454.392,2162.28,3948.11,404.356,6.1,,-2.2,0.0,1023.5,0.0,0.0
2016-01-08 01:00:00,434.547,2243.74,4177.44,593.683,5.6,,-1.7,0.0,1023.3,0.0,0.0
2016-01-08 02:00:00,441.101,2187.87,4168.76,493.758,3.9,,-2.8,0.0,1022.7,360.0,2.1
2016-01-08 03:00:00,424.81,2076.26,4168.76,1070.22,2.2,0.0,-3.9,0.0,1022.2,10.0,2.1
2016-01-08 04:00:00,427.635,2052.17,4103.61,830.432,0.0,0.0,-4.4,0.0,1021.6,330.0,2.1
2016-01-08 05:00:00,427.17800000000005,1982.36,4097.53,786.565,0.0,,-3.9,0.0,1021.1,340.0,1.5
2016-01-08 06:00:00,405.15,1957.0,4132.27,991.008,0.0,,-4.4,0.0,1020.4,0.0,0.0
2016-01-08 07:00:00,407.606,1989.6,3911.63,981.729,1.1,,-2.8,0.0,1021.1,0.0,0.0
2016-01-08 08:00:00,398.05300000000005,2031.6,4118.37,735.76,2.2,,-2.2,0.0,1022.0,0.0,0.0
2016-01-08 09:00:00,409.247,2040.25,4206.98,1068.79,2.8,,-1.1,0.0,1020.7,30.0,2.6
2016-01-08 10:00:00,412.703,2040.11,4177.44,1350.31,2.2,,-1.1,0.0,1021.1,350.0,2.6
2016-01-08 11:00:00,417.887,2079.6,4153.99,807.533,2.8,,-0.6,0.0,1021.8,20.0,1.5
2016-01-08 12:00:00,452.285,2109.23,4188.74,913.497,2.2,,-4.4,0.0,1021.8,20.0,2.6
2016-01-08 13:00:00,429.635,2150.83,4194.82,964.811,2.2,,-4.4,0.0,1021.6,20.0,2.1
2016-01-08 14:00:00,499.148,2123.25,4194.82,804.615,2.2,,-6.7,0.0,1022.2,40.0,3.6
2016-01-08 15:00:00,510.624,2175.13,4128.8,868.283,2.8,,-7.2,0.0,1022.4,60.0,4.1
2016-01-08 16:00:00,554.808,2350.34,4197.42,873.431,3.9,,-5.6,0.0,1022.4,70.0,3.1
2016-01-08 17:00:00,552.896,2423.51,3983.73,887.191,5.0,,-4.4,0.0,1021.7,70.0,4.1
2016-01-08 18:00:00,535.361,2344.41,3929.0,1754.27,6.7,0.0,-2.2,0.0,1021.0,80.0,4.6
2016-01-08 19:00:00,541.264,2342.58,4144.44,1295.28,6.1,,-1.1,0.0,1020.4,60.0,3.1
2016-01-08 20:00:00,514.439,2483.93,3475.56,546.221,6.7,0.0,-0.6,0.0,1020.6,60.0,3.1
2016-01-08 21:00:00,501.158,2484.35,3769.17,302.453,6.1,,0.6,0.0,1020.3,80.0,3.1
2016-01-08 22:00:00,480.68300000000005,2459.76,3757.88,903.443,6.1,,1.1,0.0,1020.9,80.0,2.6
2016-01-08 23:00:00,466.857,2519.17,3855.17,660.585,5.6,,1.1,0.0,1021.3,60.0,2.1
2016-01-09 00:00:00,431.547,2408.82,3800.44,305.62,5.6,,0.6,0.0,1021.4,30.0,2.6
2016-01-09 01:00:00,437.1880000000001,2414.57,3518.12,765.352,5.0,4.0,0.6,0.0,1020.9,40.0,4.1
2016-01-09 02:00:00,434.46,2370.41,3882.96,884.158,5.0,,1.1,0.0,1021.4,60.0,3.6
2016-01-09 03:00:00,439.644,2355.73,3971.57,790.9630000000002,4.4,,1.1,0.0,1021.0,80.0,3.6
2016-01-09 04:00:00,417.528,2407.06,3718.79,818.451,5.0,2.0,1.7,0.0,1020.8,80.0,2.6
2016-01-09 05:00:00,412.887,2269.16,3584.14,687.815,5.0,,1.7,0.0,1020.9,40.0,3.1
2016-01-09 06:00:00,407.519,2334.82,4023.69,1138.37,4.4,,1.1,0.0,1020.3,70.0,3.1
2016-01-09 07:00:00,418.169,2355.67,3537.23,1028.35,5.0,,1.7,0.0,1020.3,60.0,4.6
2016-01-09 08:00:00,411.159,2312.99,3883.83,625.641,5.6,,1.7,0.0,1020.7,50.0,3.1
2016-01-09 09:00:00,411.247,2341.51,3874.28,899.199,5.0,,1.1,0.0,1020.0,70.0,4.1
2016-01-09 10:00:00,417.159,2374.39,3419.09,696.135,5.0,,1.1,0.0,1019.9,50.0,4.1
2016-01-09 11:00:00,417.247,2350.23,3672.75,820.939,4.4,,1.1,0.0,1020.2,20.0,1.5
2016-01-09 12:00:00,435.722,2357.45,3743.11,719.22,4.4,,1.1,0.0,1020.4,40.0,1.5
2016-01-09 13:00:00,423.8,2340.82,3836.93,674.924,4.4,,1.1,0.0,1020.2,50.0,3.6
2016-01-09 14:00:00,424.441,2327.08,3657.98,1148.24,5.0,,1.7,0.0,1021.2,40.0,2.6
2016-01-09 15:00:00,428.353,1970.7,3782.2,0.0,6.1,,2.8,0.0,1021.5,70.0,4.6
2016-01-09 16:00:00,427.441,1954.95,3250.57,0.0,7.2,,3.3,0.0,1021.4,80.0,3.6
2016-01-09 17:00:00,441.46,1977.66,3677.96,255.056,8.3,,5.0,0.0,1020.6,90.0,3.6
2016-01-09 18:00:00,423.528,1965.61,3377.4,365.403,9.4,,5.6,0.0,1019.3,90.0,4.6
2016-01-09 19:00:00,437.17800000000005,2012.08,3341.78,215.975,9.4,,6.1,0.0,1019.1,70.0,3.1
2016-01-09 20:00:00,422.441,1948.74,3085.52,257.868,8.9,,6.1,0.0,1018.9,90.0,3.1
2016-01-09 21:00:00,430.81,1974.68,3081.18,346.461,8.3,,6.1,0.0,1018.8,100.0,2.6
2016-01-09 22:00:00,418.985,2001.59,3245.36,506.888,8.3,,6.7,0.0,1018.9,80.0,4.1
2016-01-09 23:00:00,422.713,1903.8,3183.68,97.0812,8.3,,7.2,0.0,1019.5,100.0,2.1
2016-01-10 00:00:00,414.616,1897.82,2899.63,0.0,8.3,,7.2,0.0,1019.3,80.0,3.1
2016-01-10 01:00:00,415.344,1847.26,3366.97,276.191,8.3,,7.2,0.0,1018.9,80.0,4.6
2016-01-10 02:00:00,411.887,1883.39,3262.73,152.488,7.8,,6.7,0.0,1017.8,70.0,4.6
2016-01-10 03:00:00,418.353,2023.06,3698.81,358.147,7.8,,7.2,0.0,1016.8,70.0,5.1
2016-01-10 04:00:00,416.072,2054.45,3331.36,534.045,7.8,,7.2,0.0,1016.5,80.0,4.1
2016-01-10 05:00:00,409.431,2103.04,3617.15,419.639,8.3,,7.2,0.0,1014.6,70.0,5.1
2016-01-10 06:00:00,403.606,2066.19,3190.63,388.357,8.9,,7.8,0.0,1012.9,80.0,4.6
2016-01-10 07:00:00,407.975,2088.33,3168.05,431.018,9.4,,8.9,3.0,1011.0,70.0,7.7
2016-01-10 08:00:00,414.072,2114.54,3228.85,383.43300000000005,9.4,,8.9,33.0,1009.0,70.0,7.7
2016-01-10 09:00:00,418.344,2092.99,3124.61,426.908,9.4,,8.3,17.0,,70.0,6.7
2016-01-10 10:00:00,415.887,2112.35,3270.55,0.0,10.0,,9.4,76.0,1004.9,80.0,6.7
2016-01-10 11:00:00,415.887,2136.88,3023.85,114.971,11.1,,10.0,53.0,1003.0,80.0,6.7
